x,y,frame
0,0,1
-0.7334560633305078,0.011864405716378812,2
-0.317024830322866,-0.892390896351229,3
-1,0,4
-1.7334560633305078,0.011864405716378812,5
-1.317024830322866,-0.892390896351229,6
-2.031661968608641,-1.0116152481854832,7
-1.6996375300952968,-1.0764899689639829,8
-1,-1,9
-1.7334560633305078,1.0118644057163788,10
-1.3765556206776781,1.4672058513273487,11
0,1,12
-0.7334560633305078,1.0118644057163788,13
0.20316449459363461,0.6728776860992378,14
-0.7837673804083988,-1.4604565984423443,15
-2.2961727776959098,-1.0755284445587843,16
-2.317024830322866,-0.892390896351229,17
0.682975169677134,-0.892390896351229,18
-2.031661968608641,-0.011615248185483207,19
-1.141737453033544,2.273376245656179,20
-0.6996375300952968,-1.0764899689639829,21
-1,-2,22
-2.733456063330508,1.0118644057163788,23
-1.2972420337235318,-2.603390566595893,24
-1,1,25
-2.733456063330508,0.011864405716378812,26
-0.3765556206776781,1.4672058513273487,27
0,2,28
-0.7334560633305078,2.011864405716379,29
-2.810202765197391,0.0650324485871463,30
0,-1,31
0.26654393666949217,0.011864405716378812,32
1.2031644945936346,0.6728776860992378,33
-2.9163782366449853,-1.7098906527822224,34
-0.7837673804083988,-0.4604565984423443,35
-2.2961727776959098,-2.0755284445587843,36
-2.317024830322866,-1.892390896351229,37
-1.349095252819641,-3.2235136494436203,38
-1.317024830322866,0.10760910364877097,39
1.682975169677134,-0.892390896351229,40
-2.031661968608641,0.9883847518145168,41
-0.317024830322866,0.10760910364877097,42
-1.031661968608641,-1.0116152481854832,43
-2.141737453033544,2.273376245656179,44
-0.6996375300952968,-2.076489968963983,45
-2,-2,46
-2.733456063330508,2.011864405716379,47
-0.6071242081960304,2.959658611088686,48
-1.6996375300952968,-0.07648996896398286,49
-2,-1,50
-1.7334560633305078,2.011864405716379,51
-1.2972420337235318,-3.603390566595893,52
-1,2,53
-2.733456063330508,-0.9881355942836212,54
0.6234443793223219,1.4672058513273487,55
1,2,56
-0.7334560633305078,3.011864405716379,57
-0.8718668804772102,3.8824237506870594,58
-2,0,59
-1.7334560633305078,-0.9881355942836212,60
-1.3765556206776781,0.4672058513273487,61
1,1,62
0.26654393666949217,1.0118644057163788,63
-2.810202765197391,1.0650324485871463,64
1,-1,65
0.26654393666949217,-0.9881355942836212,66
1.2031644945936346,1.6728776860992378,67
1.811574178118485,-1.4804923242147856,68
1,0,69
-0.7334560633305078,-0.9881355942836212,70
0.20316449459363461,-0.3271223139007622,71
-0.04041860290455679,4.035748593978766,72
2.0233193263320395,1.612849663888058,73
-1.9163782366449853,-1.7098906527822224,74
0.21623261959160123,-0.4604565984423443,75
0.21623261959160123,-1.4604565984423443,76
-2.5124979769515186,-2.849581080824791,77
-1.2961727776959098,-2.0755284445587843,78
