ID,SPB74 log 2,virido log2,J1074 log2,AA4 log2
1499,-0.230511502,-0.312177289,-0.334679714,-0.174983699
1500,null,null,null,null
1501,null,null,null,null
1502,-0.67997144,-0.641202459,-0.684968791,-0.543450163
1503,-0.530537615,-0.397789662,-0.3693951,-0.529758918
1504,null,null,null,null
1505,null,null,null,null
1506,null,null,null,null
1507,-0.843901331,0.01028078,-0.164543842,-0.050241263
1508,null,null,null,null
1509,null,null,null,null
1510,null,null,null,null
1511,-0.366105231,-0.360940128,-0.364265932,-0.32331515
1512,-0.149201194,-0.621021374,-0.584514669,-0.128612257
1513,null,null,null,null
1514,null,null,null,null
1515,null,null,null,null
1516,null,null,null,null
1517,-0.759699938,-0.413954042,-0.561352146,-0.310756148
1518,null,null,null,null
1519,null,null,null,null
1520,null,null,null,null
1521,0.957707195,-0.195738888,-0.032510434,-0.006013519
1522,null,null,null,null
1523,null,null,null,null
1524,-0.034194012,-0.266548134,-0.975535313,-1.494297799
1525,null,null,null,null
1526,null,null,null,null
1527,null,null,null,null
1528,null,null,null,null
1529,-0.308525866,0.38283529,0.298727972,0.117575625
1530,-0.027358982,-0.278472711,-0.328626891,-0.048007899
1531,null,null,null,null
1532,1.182823795,2.204339125,2.224580457,1.380881755
1533,0.058863012,1.608671294,1.362712468,1.545173798
1534,null,null,null,null
1535,0.72067255,0.842401576,1.917442721,0.435397802
1536,-1.097203809,1.078871732,0.30627184,0.24701049
1537,null,null,null,null
1538,null,null,null,null
1539,null,null,null,null
1540,0.894802556,0.830497374,0.745641641,0.150412882
1541,null,null,null,null
1542,0.556226219,0.139627711,-0.000186229,0.219825566
1543,0.614724572,0.360452482,0.675671843,0.608183687
1544,0.00944317,-0.589032098,-0.475725322,-0.303501714
1545,null,null,null,null
1546,null,null,null,null
1547,null,null,null,null
1548,-0.163970968,-0.089351599,-0.234735306,-0.222426475
1549,1.787699155,1.918348495,1.15539788,2.529373577
1550,null,null,null,null
1551,null,null,null,null
1552,null,null,null,null
1553,null,null,null,null
1554,null,null,null,null
1555,null,null,null,null
1556,null,null,null,null
1557,null,null,null,null
1558,null,null,null,null
1559,null,null,null,null
1560,null,null,null,null
1561,-1.005078569,-0.844584335,-0.887942918,-0.621086355
1562,-0.845383429,-0.670532611,-0.986458973,-0.446408906
1563,null,null,null,null
1564,null,null,null,null
1565,null,null,null,null
1566,null,null,null,null
1567,null,null,null,null
1568,null,null,null,null
1569,null,null,null,null
1570,null,null,null,null
1571,0.30543934,0.016926481,-0.249733419,0.322570795
1572,0.448744287,0.062954733,-0.113037087,-0.117356904
1573,null,null,null,null
1574,-1.631998652,2.166825347,3.248888075,2.129454136
1575,null,null,null,null
1576,null,null,null,null
1577,null,null,null,null
1578,null,null,null,null
1579,null,null,null,null
1580,null,null,null,null
1581,-0.998885817,0.326929193,0.17312014,-0.223702258
1582,null,null,null,null
1583,null,null,null,null
1584,-0.446694198,-0.245403938,-0.07210632,-0.139491185
1585,1.074479913,0.542059714,1.021164322,0.262631501
1586,2.009908039,1.946698968,2.141264226,1.529293801
1587,null,null,null,null
1588,0.71215348,1.219066296,1.878876681,0.853548864
1589,0.478065266,1.252238702,1.10238764,0.597127971
1590,0.999905947,1.578566937,2.490658019,0.5497168
1591,null,null,null,null
1592,-2.043502434,-0.305401624,-0.86672378,0.042636322
1593,null,null,null,null
1594,null,null,null,null
1595,null,null,null,null
1596,null,null,null,null
1597,null,null,null,null
1598,null,null,null,null
1599,null,null,null,null
1600,null,null,null,null
1601,0.731890951,0.035072218,0.2862579,-0.194241293
1602,0.000266681,-0.536582269,-0.773262815,0.10371235
1603,null,null,null,null
1604,0.761164573,2.142053088,1.553598717,0.392870879
1605,-0.394000449,0.137668326,0.282355754,1.547734318
1606,-2.077941941,-0.628085002,-0.452605779,0.271754879
1607,null,null,null,null
1608,1.131545317,0.701652874,1.055960904,0.748595888
1609,0.148241962,1.1954385,1.286422403,0.814432858
1610,0.536833366,0.132850247,-0.158476504,0.23669763
1611,null,null,null,null
1612,null,null,null,null
1613,null,null,null,null
1614,null,null,null,null
1615,0.066892124,1.311902216,1.134747767,0.539574993
1616,null,null,null,null
1617,0.905761123,1.341288932,2.237743573,5.901964093
1618,-0.016188912,0.596392855,0.621184546,0.304706289
1619,null,null,null,null
1620,null,null,null,null
1621,null,null,null,null
1622,null,null,null,null
1623,0.940465778,1.436353684,1.500292304,1.796683603
1624,null,null,null,null
1625,null,null,null,null
1626,null,null,null,null
1627,null,null,null,null
1628,0.363566025,0.604848608,1.390183308,0.313351632
1629,0.928943501,1.466062763,2.005654567,0.893127947
1630,0.19179446,1.664855244,1.840377596,0.826278191
1631,null,null,null,null
1632,0.075100028,-0.235540987,-0.417604071,-0.093062117
1633,null,null,null,null
1634,null,null,null,null
1635,-0.077971319,-0.194548298,0.007684263,0.136006123
1636,-0.339187163,-0.283089149,-0.108243524,-0.028592108
1637,-0.701888146,-0.156036597,0.150479011,-0.234769171
1638,null,null,null,null
1639,null,null,null,null
1640,0.302601417,0.450680071,0.486281341,0.13971311
1641,null,null,null,null
1642,null,null,null,null
1643,null,null,null,null
1644,null,null,null,null
1645,-0.12530155,0.752843854,0.152407774,0.034386308
1646,0.236554329,1.790033288,1.129184335,0.26396696
1647,-0.360337308,-0.074796774,-0.219112984,0.334537828
1648,null,null,null,null
1649,null,null,null,null
1650,0.019118178,0.405628529,0.37790174,0.751665626
1651,-0.049446453,-0.535794699,-0.709651352,-0.171326115
1652,-0.363413184,-0.619201901,-0.963278273,0.380070471
1653,-0.734956408,-0.719342972,-0.616988421,-0.048590712
1654,null,null,null,null
1655,null,null,null,null
1656,null,null,null,null
1657,null,null,null,null
1658,null,null,null,null
1659,null,null,null,null
1660,null,null,null,null
1661,null,null,null,null
1662,-0.767043985,-0.645816428,-0.801595721,-0.393617906
1663,null,null,null,null
1664,-0.517912648,-0.630043053,-0.946357259,-0.147022555
1665,-0.358601739,-0.549768194,-0.650344066,-0.183373023
1666,null,null,null,null
1667,null,null,null,null
1668,0.606871374,0.485106451,1.482126109,-0.074315337
1669,null,null,null,null
1670,null,null,null,null
1671,0.132868515,-0.342626219,-0.390925559,-0.112816416
1672,0.389754161,0.391863565,0.720901718,-0.14646827
1673,1.148579799,2.068777426,1.854466947,0.662472252
1674,-0.223820289,1.422389109,2.979133103,1.100635959
1675,null,null,null,null
1676,-0.820810693,-1.06469817,-1.113178295,-0.467495983
1677,0.443026906,0.164212299,0.160187092,-0.119847745
1678,null,null,null,null
1679,null,null,null,null
1680,null,null,null,null
1681,null,null,null,null
1682,null,null,null,null
1683,null,null,null,null
1684,2.011138911,1.842200586,1.664785291,0.999906869
1685,0.582466203,0.888337479,0.648835275,-0.556325689
1686,null,null,null,null
1687,-0.209911258,-1.1681308,-0.596901338,-0.908345456
1688,0.45211589,-1.680540781,-1.540915508,-1.092427551
1689,null,null,null,null
1690,null,null,null,null
1691,null,null,null,null
1692,null,null,null,null
1693,-0.278590656,2.182248622,2.080606028,1.419122381
1694,null,null,null,null
1695,-1.690965502,-1.116517814,-1.144939262,-0.262291386
1696,-1.024887528,-0.836539878,-0.756622308,0.070807293
1697,null,null,null,null
1698,-0.883086148,0.896580612,0.966518164,-0.159705929
1699,null,null,null,null
1700,1.410187883,1.326676418,0.98420508,-0.278543857
1701,null,null,null,null
1702,null,null,null,null
1703,null,null,null,null
1704,-0.776502007,-0.232424322,-0.154821484,0.044708386
1705,null,null,null,null
1706,null,null,null,null
1707,null,null,null,null
1708,1.567799883,0.162927148,0.68564349,0.00725051
1709,null,null,null,null
1710,null,null,null,null
1711,null,null,null,null
1712,null,null,null,null
1713,0.352524889,-0.373493674,-0.745738622,0.761822739
1714,-0.358665121,0.081804298,-0.076173423,0.55159534
1715,null,null,null,null
1716,null,null,null,null
1717,0.447101516,0.020176155,-0.135001984,-0.459486165
1718,null,null,null,null
1719,null,null,null,null
1720,null,null,null,null
1721,0.274031752,0.118321923,0.411602579,0.009830738
1722,null,null,null,null
1723,null,null,null,null
1724,null,null,null,null
1725,null,null,null,null
1726,null,null,null,null
1727,-0.087416362,-0.33117081,-0.471769641,-0.088208701
1728,null,null,null,null
1729,0.841462843,0.959052992,0.899866089,0.055500757
1730,0.721494043,1.639446827,1.566919194,-0.079683476
1731,-0.095513618,0.681968229,0.633668711,0.534890516
1732,0.985701753,0.866632578,0.430575156,1.271011184
1733,null,null,null,null
1734,null,null,null,null
1735,null,null,null,null
1736,null,null,null,null
1737,-0.418534703,2.274474268,1.671852799,2.040610758
1738,0.463835081,0.130082314,0.062004647,-1.147329293
1739,null,null,null,null
1740,0,1.050245819,3.196290192,1.549577753
1741,null,null,null,null
1742,null,null,null,null
1743,null,null,null,null
1744,null,null,null,null
1745,null,null,null,null
1746,null,null,null,null
1747,-0.313348411,-0.273451319,-0.265859543,-0.448405313
1748,null,null,null,null
1749,-0.049874509,-0.110133735,-0.111240816,-0.105262509
1750,null,null,null,null
1751,null,null,null,null
1752,-0.4217178,-0.833871051,-1.112547697,-0.24958792
1753,-0.180681928,-0.931993567,-0.873232572,-0.683231205
1754,0.435028949,0.953106041,0.872456532,0.598928772
1755,0.219579573,-0.677740566,-0.953014897,-0.503052972
1756,0.65009206,4.241109883,5.243032153,2.365213141
1757,1.522449891,5.447516326,6.700377765,3.873500772
1758,null,null,null,null
1759,null,null,null,null
1760,null,null,null,null
1761,null,null,null,null
1762,null,null,null,null
1763,null,null,null,null
1764,0.275288642,0.934027922,0.47898669,-0.120361102
1765,0.35008895,0.071957705,0.431096239,0.069305515
1766,null,null,null,null
1767,null,null,null,null
1768,null,null,null,null
1769,-0.559757711,-0.145342184,-0.303242189,-0.005746138
1770,-0.052837792,-0.500280565,-0.233987783,-0.12056225
1771,0.193918371,-0.470180246,-0.388559208,-0.101832682
1772,null,null,null,null
1773,null,null,null,null
1774,null,null,null,null
1775,-0.364935531,-0.827605768,-0.714587973,-0.373748562
1776,null,null,null,null
1777,-0.696196285,-0.523580739,-0.156503866,-0.020955622
1778,null,null,null,null
1779,0.172804796,-0.038316597,0.083806211,0.045692561
1780,null,null,null,null
1781,null,null,null,null
1782,-0.583037303,-0.709428613,-0.371876639,-0.348719168
1783,0.639406996,-0.239218356,-0.442332776,0.234241718
1784,0.406709514,0.854288367,0.917286791,0.310867244
1785,null,null,null,null
1786,null,null,null,null
1787,null,null,null,null
1788,-1.022220179,-0.433216164,-0.516924497,-0.191239146
1789,-0.750007607,-0.385403521,-0.688772733,0.344821677
1790,-0.200108632,0.155868393,0.446962646,-0.041483818
1791,-0.621083276,0.076479294,0.253807447,0.118508948
1792,null,null,null,null
1793,-1.676476952,-0.706385832,-1.259210571,-0.709110711
1794,0.251850945,-0.448052893,-0.602536702,-0.177301541
1795,2.093720977,2.366793306,3.203299474,1.385911263
1796,1.048189363,0.265930571,0.324242649,-0.045071166
1797,0.623454487,0.511937702,0.605365995,0.187555709
1798,null,null,null,null
1799,-1.944538741,-1.13870396,-0.841551507,-0.63741047
1800,5.332538319,6.370462122,7.361315375,5.007334642
1801,null,null,null,null
1802,null,null,null,null
1803,null,null,null,null
1804,null,null,null,null
1805,0.617231765,2.123059083,2.926701653,2.523329519
1806,null,null,null,null
1807,-0.330410993,0.962382403,1.254188286,0.525114562
1808,null,null,null,null
1809,0.289606714,-0.253298444,-0.109523289,-0.369501363
1810,0.000542462,-0.334845808,0.311777065,-0.411207739
1811,0.745235877,-0.011168793,-0.255621576,-0.136882721
1812,null,null,null,null
1813,null,null,null,null
1814,null,null,null,null
1815,null,null,null,null
1816,-0.565887914,-0.306152194,0.221671828,-0.374413472
1817,-1.247410276,-0.154174144,0.16050172,-0.028332532
1818,null,null,null,null
1819,0.156878845,0.841772314,2.435913434,0.387223602
1820,-1.25340156,-0.160259042,-1.088509655,0.165532728
1821,null,null,null,null
1822,null,null,null,null
1823,-2.042091368,-0.843623475,-0.673948995,0.126300706
1824,null,null,null,null
1825,0.36661192,0.516927206,0.666756932,-0.275272957
1826,-0.433689984,-0.879405186,-1.08380252,-0.756324694
1827,null,null,null,null
1828,-0.368004426,0.151445091,1.434109005,-0.390599377
1829,-0.004703407,-0.464964089,-0.819992096,-0.065634973
1830,-0.064123012,0.133971622,-0.005413895,0.047514722
1831,null,null,null,null
1832,0.144344338,0.289887652,-0.038636536,-0.686107026
1833,0.594146262,0.078740638,0.017129143,0.247197011
1834,-0.015079335,0.445497515,0.429802826,0.572706374
1835,-0.553803078,0.683370466,0.490180914,-0.022623988
1836,null,null,null,null
1837,-1.312899518,0.094842033,0.203159863,-0.792302898
1838,null,null,null,null
1839,null,null,null,null
1840,null,null,null,null
1841,0.092608681,0.594356457,0.288364755,0.220412414
1842,0.619520947,-0.464454771,-0.34035058,-0.542713127
1843,-0.051903415,-0.376910693,-0.796674894,-0.117190215
1844,null,null,null,null
1845,null,null,null,null
1846,-0.672971105,-0.546089083,-0.727144489,0.018482575
1847,null,null,null,null
1848,null,null,null,null
1849,null,null,null,null
1850,null,null,null,null
1851,null,null,null,null
1852,null,null,null,null
1853,null,null,null,null
1854,null,null,null,null
1855,null,null,null,null
1856,null,null,null,null
1857,null,null,null,null
1858,-0.837825618,-1.415813699,-1.540696473,-0.315251289
1859,-0.286432518,-0.833323246,-0.965748481,-0.220900771
1860,2.954822207,4.673704431,4.515564119,2.228619839
1861,0.403549561,0.105367484,0.095310299,0.357685715
1862,1.87712227,0.961808268,1.077189712,0.420013419
1863,0.085436806,2.780331722,1.81920393,1.830279191
1864,null,null,null,null
1865,null,null,null,null
1866,null,null,null,null
1867,null,null,null,null
1868,0.774913663,0.461984222,0.36477661,0.167911835
1869,0.005157022,0.481739972,0.062502197,0.344636888
1870,-0.071259192,-0.880350094,-1.067091309,-0.831397453
1871,null,null,null,null
1872,null,null,null,null
1873,null,null,null,null
1874,0.165432325,-0.871894537,-0.798263083,-0.804085954
1875,null,null,null,null
1876,null,null,null,null
1877,-1.595713829,-1.541108407,-1.401792808,-0.655902252
1878,-0.188771744,-1.01276417,-1.210835998,-0.285637775
1879,null,null,null,null
1880,null,null,null,null
1881,-0.356420395,1.914170519,0.817571623,1.884392918
1882,null,null,null,null
1883,null,null,null,null
1884,-0.003497204,-0.734883432,-2.388193672,-0.606123244
1885,null,null,null,null
1886,null,null,null,null
1887,null,null,null,null
1888,null,null,null,null
1889,null,null,null,null
1890,null,null,null,null
1891,2.043337438,3.85685488,4.526230751,2.362538852
1892,null,null,null,null
1893,null,null,null,null
1894,0.581465297,2.660826149,2.702869981,3.10829202
1895,null,null,null,null
1896,-0.368835427,1.905031515,0.864497876,1.352964529
1897,null,null,null,null
1898,null,null,null,null
1899,null,null,null,null
1900,null,null,null,null
1901,null,null,null,null
1902,-1.548142321,0.255683842,-0.131792261,-0.435403843
1903,null,null,null,null
1904,null,null,null,null
1905,3.133934406,2.472074573,2.999629811,1.482024148
1906,3.796712081,2.109620747,2.885050624,1.261103273
1907,0.529990649,-0.097802629,-0.241548432,-0.233149616
1908,0.803653721,-0.156132895,0.203925165,-0.368459199
1909,0.100121289,2.162202114,2.593059348,2.606362076
1910,null,null,null,null
1911,-0.857666797,-1.398368077,-0.572797569,-2.174089449
1912,null,null,null,null
1913,null,null,null,null
1914,0.549375618,0.451779794,0.899914501,-0.571844941
1915,-0.164653297,0.085425351,0.17977695,-0.44453828
1916,null,null,null,null
1917,0.625850845,2.05052334,-1.093251276,0.134326231
1918,0.89874656,3.756457551,0.503355981,0.811935997
1919,0.378817174,0.389163452,0.552153649,1.488479569
1920,0.120423122,0.163371198,0.139798726,1.22398596
1921,null,null,null,null
1922,null,null,null,null
1923,null,null,null,null
1924,-0.051115381,-0.491382852,-0.335588965,1.488765945
1925,0.316895182,-0.155575695,-0.117928265,1.590404255
1926,null,null,null,null
1927,null,null,null,null
1928,null,null,null,null
1929,null,null,null,null
1930,null,null,null,null
1931,1.217585888,0.661893513,0.743401214,-0.285542935
1932,0.631867928,-0.211516037,-0.080260006,0.505950802
1933,1.053224958,1.058842632,0.435059369,0.924326993
1934,null,null,null,null
1935,null,null,null,null
1936,null,null,null,null
1937,null,null,null,null
1938,-0.595331501,-0.841025767,-0.982389612,-0.248245463
1939,null,null,null,null
1940,-0.490489397,-0.434248564,-0.222335297,-0.308757548
1941,-0.3264673,-0.696735902,-0.576194192,-0.52119273
1942,null,null,null,null
1943,null,null,null,null
1944,null,null,null,null
1945,null,null,null,null
1946,null,null,null,null
1947,null,null,null,null
1948,null,null,null,null
1949,-1.613924071,-0.915964295,-1.087921734,-0.81065831
1950,-0.554186125,-0.667852173,-0.715786915,-0.279106321
1951,-0.541823677,-0.682426488,-0.648480777,-0.164792363
1952,-0.854235638,-1.012857251,-1.086749585,-0.248537732
1953,null,null,null,null
1954,-0.307912122,0.875294493,0.801236232,0.173042371
1955,null,null,null,null
1956,null,null,null,null
1957,null,null,null,null
1958,null,null,null,null
1959,null,null,null,null
1960,null,null,null,null
1961,null,null,null,null
1962,null,null,null,null
1963,null,null,null,null
1964,null,null,null,null
1965,null,null,null,null
1966,null,null,null,null
1967,0.198211919,0.776484123,1.486666372,0.353533167
1968,null,null,null,null
1969,null,null,null,null
1970,null,null,null,null
1971,1.258935811,1.733921792,1.941670353,1.228019201
1972,null,null,null,null
1973,-0.00523038,-0.995987599,-0.536159938,-0.667560349
1974,null,null,null,null
1975,-0.813144233,-1.310262488,-1.378577677,-1.220754937
1976,-0.631225054,-1.018220963,-0.711281182,-0.973882518
1977,null,null,null,null
1978,null,null,null,null
1979,null,null,null,null
1980,0.040169222,-0.551668909,-0.802845349,-0.49355457
1981,-0.773045513,-0.973094185,-0.876094732,-0.837169902
1982,-1.318380101,-0.406288061,-0.493815543,-0.120952888
1983,-0.805292669,-0.087716437,0.370179114,-0.87902025
1984,null,null,null,null
1985,0.225232595,-0.193928561,-0.889121285,0.569414094
1986,0.07072538,1.269658601,1.691704809,1.12163227
1987,1.134338119,1.187321384,1.712965892,-0.261402657
1988,-0.733847821,0.350186461,0.584108448,-1.618799221
1989,null,null,null,null
1990,0.076896612,-0.282737289,-0.517459538,-0.251309053
1991,0.748385832,0.170398882,0.257525603,-0.555403146
1992,-0.821276777,0.974674717,0.920189901,0.497058
1993,-1.058323435,1.068774664,1.246129967,0.554696784
1994,-0.178899641,0.078227648,-0.076502278,0.349569075
1995,0.7516327,1.358058778,0.802304366,0.727412768
1996,null,null,null,null
1997,1.386108538,1.908310524,1.27232255,1.712524505
1998,null,null,null,null
1999,-0.814869893,-0.346338754,-0.239092927,-0.211637108
2000,null,null,null,null
2001,-0.257812533,-0.568964972,-0.510880081,-0.075506229
2002,1.01541949,-0.416868195,-0.362777779,0.262809843
2003,null,null,null,null
2004,null,null,null,null
2005,-0.302752004,0.795404568,0.452657567,-0.198468175
2006,-0.228771267,0.993561168,1.326531535,0.087196213
2007,-0.205794492,1.571328162,1.852943099,0.579929953
2008,null,null,null,null
2009,null,null,null,null
2010,null,null,null,null
2011,null,null,null,null
2012,null,null,null,null
2013,null,null,null,null
2014,null,null,null,null
2015,null,null,null,null
2016,null,null,null,null
2017,null,null,null,null
2018,null,null,null,null
2019,null,null,null,null
2020,-0.746018647,0.389700302,0.367954952,0.204329809
2021,0.245875406,0.782957193,1.142462267,-0.599247958
2022,0.48882222,-0.010381505,0.104113466,0.24680122
2023,-0.454598612,-0.535957509,-0.683153501,-0.615118863
2024,null,null,null,null
2025,null,null,null,null
2026,null,null,null,null
2027,1.98761346,0.843650396,1.039910971,-0.996849243
2028,-0.391586174,0.126964897,1.065053505,-0.351061369
2029,0,-0.754238299,-1.286348978,0.542369893
2030,null,null,null,null
2031,0,2.444443635,1.291188502,3.172939918
2032,0.766497106,2.358314293,2.163217653,2.373514981
2033,null,null,null,null
2034,null,null,null,null
2035,1.006688262,2.955286907,4.329791694,2.096097424
2036,null,null,null,null
2037,null,null,null,null
2038,1.295980012,0.955081191,1.059020598,0.793194112
2039,null,null,null,null
2040,0.276697722,-0.554627424,-0.516231007,-0.629495643
2041,0.424305033,0.36537751,0.326695915,0.119634011
2042,0.745634216,0.038582847,-0.328061369,0.505860823
2043,null,null,null,null
2044,null,null,null,null
2045,-0.473391375,-0.475136364,-0.528992742,-0.433203499
2046,null,null,null,null
2047,null,null,null,null
2048,null,null,null,null
2049,-0.674561821,-0.597119672,-0.438885907,-0.409799663
2050,null,null,null,null
2051,null,null,null,null
2052,null,null,null,null
2053,null,null,null,null
2054,null,null,null,null
2055,-0.196976858,4.022397864,4.116055457,3.2020745
2056,-1.084113372,-0.162071915,0.129623715,-0.313828437
2057,-0.089219249,-0.773092986,-0.523278044,-0.407787542
2058,null,null,null,null
2059,-0.406249172,-0.460719904,-0.565024777,-0.514127394
2060,null,null,null,null
2061,null,null,null,null
2062,-0.326142918,-0.005576993,-0.079046472,0.540740604
2063,null,null,null,null
2064,null,null,null,null
2065,-0.371028239,-0.747833563,-0.72173576,0.019741261
2066,0.42353599,-0.293687655,-0.643127283,-0.279853478
2067,-0.654141345,-1.132235717,-1.179029,-0.945887086
2068,null,null,null,null
2069,0.450204268,-0.487847806,-0.137999915,-0.2310168
2070,-0.964476799,-0.765991038,-0.984954894,0.21365515
2071,null,null,null,null
2072,0.082265197,-0.582275111,-0.677928848,-0.179846802
2073,null,null,null,null
2074,null,null,null,null
2075,null,null,null,null
2076,null,null,null,null
2077,-0.008781305,-0.173997609,-0.315453273,-0.142793592
2078,-0.296735114,-0.007345488,-0.174400494,-0.028175456
2079,0.349564479,0.614792242,0.185762548,-0.126364906
2080,-0.076152,0.427957741,0.276974711,-0.279216629
2081,0.306923994,-0.3505366,-0.421134508,-0.692972354
2082,null,null,null,null
2083,null,null,null,null
2084,null,null,null,null
2085,null,null,null,null
2086,null,null,null,null
2087,null,null,null,null
2088,null,null,null,null
2089,null,null,null,null
2090,null,null,null,null
2091,-0.247569861,-0.670635517,-0.549090042,0.312353447
2092,null,null,null,null
2093,0.335531096,0.131133259,0.01318766,-0.02016233
2094,null,null,null,null
2095,-0.622721939,-0.277654847,-0.404474283,0.168140601
2096,-0.030708398,0.070393979,-0.154109485,0.273617666
2097,0.84191626,0.973311215,0.862069646,0.633422701
2098,null,null,null,null
2099,-0.824643729,1.423298506,2.117907481,1.040610758
2100,null,null,null,null
2101,null,null,null,null
2102,0.496873298,0.338385835,0.398893841,0.406703091
2103,null,null,null,null
2104,null,null,null,null
2105,null,null,null,null
2106,null,null,null,null
2107,null,null,null,null
2108,-0.818465394,-1.498470088,-1.214408042,-1.774856923
2109,null,null,null,null
2110,null,null,null,null
2111,null,null,null,null
2112,0.142057086,0.161981468,0.017964413,-0.097686693
2113,null,null,null,null
2114,2.572277161,2.538807194,2.360014193,2.04417427
2115,null,null,null,null
2116,-0.173905497,-0.373417165,-0.403776585,-0.294306298
2117,null,null,null,null
2118,null,null,null,null
2119,null,null,null,null
2120,null,null,null,null
2121,null,null,null,null
2122,-0.938533835,-0.752347871,-0.74499736,-0.300752621
2123,null,null,null,null
2124,0.919741257,0.925179896,0.736958352,0.694401623
2125,-0.044185754,-0.940064456,-1.434125954,-0.639791301
2126,null,null,null,null
2127,0.872085236,-0.034410832,0.039765844,0.00027601
2128,1.233866952,-0.074801909,-0.042309104,0.197967569
2129,-0.017075729,-0.07556311,-0.02674779,-0.554482899
2130,-0.916854444,-0.728747681,-0.888464601,-0.138553208
2131,null,null,null,null
2132,null,null,null,null
2133,-1.113348105,-0.038487269,-0.32646381,-0.096549603
2134,0.568807985,-0.175357418,-0.014789891,-0.163515908
2135,0.238524612,0.841575878,3.006848152,0.570413956
2136,-0.349896155,-0.536989986,-1.153881012,-0.538179586
2137,0.264179138,-0.595992389,-0.731509664,-0.597377176
2138,0.254136473,0.513473905,0.666010162,-0.098526035
2139,0.155129267,-0.365543731,-0.391352357,-0.585155702
2140,null,null,null,null
2141,null,null,null,null
2142,null,null,null,null
2143,null,null,null,null
2144,null,null,null,null
2145,null,null,null,null
2146,null,null,null,null
2147,null,null,null,null
2148,null,null,null,null
2149,null,null,null,null
2150,null,null,null,null
2151,null,null,null,null
2152,null,null,null,null
2153,-0.578216251,0.330655083,0.961948306,-0.417160613
2154,-0.862199146,-0.527624694,-0.604666182,-0.317685
2155,null,null,null,null
2156,null,null,null,null
2157,null,null,null,null
2158,null,null,null,null
2159,1.355108607,-0.163891761,-0.058004087,-0.481079451
2160,null,null,null,null
2161,0.861844159,1.216509459,0.983924211,0.877167561
2162,null,null,null,null
2163,null,null,null,null
2164,null,null,null,null
2165,null,null,null,null
2166,null,null,null,null
2167,0.016986317,-0.101580864,-0.291089365,0.267604254
2168,0.542781645,0.206720769,-0.039045056,0.39722234
2169,-0.40289283,-0.310822928,-0.741973059,-0.596531924
2170,null,null,null,null
2171,null,null,null,null
2172,-0.456202357,0.05426111,0.125427783,-0.670217406
2173,null,null,null,null
2174,null,null,null,null
2175,null,null,null,null
2176,-1.524411051,-0.236139228,-0.564430172,-0.118253034
2177,null,null,null,null
2178,null,null,null,null
2179,null,null,null,null
2180,null,null,null,null
2181,null,null,null,null
2182,null,null,null,null
2183,null,null,null,null
2184,null,null,null,null
2185,-0.431442246,1.114033084,1.210203247,0.968716401
2186,0.293990713,0.638279129,0.699855556,0.06557975
2187,0.926199773,0.612696969,0.711778487,0.98453037
2188,null,null,null,null
2189,null,null,null,null
2190,-0.987267343,-0.645493638,-0.798432301,-0.074515585
2191,null,null,null,null
2192,null,null,null,null
2193,null,null,null,null
2194,null,null,null,null
2195,0.904129818,0.982471755,0.750664173,0.519036177
2196,0.509579533,-0.153536969,-0.350783041,-0.097655233
2197,0.181669261,-0.391539505,-0.599875338,-0.061029968
2198,null,null,null,null
2199,0.610125081,0.023926964,-0.297287326,-0.192474948
2200,0.636763012,0.953254658,0.233281992,0.954532715
2201,-0.120625106,0.768086482,0.897056259,0.076909675
2202,null,null,null,null
2203,1.232043846,0.317151348,0.020926031,0.642849339
2204,-0.734332346,0.038433206,-0.114320842,-0.44530122
2205,2.482706152,1.913041037,2.091488055,1.232597012
2206,-0.413227269,-0.467914782,-0.593669559,-0.300610395
2207,0.12663561,0.623234983,0.876312208,-0.036019825
2208,null,null,null,null
2209,null,null,null,null
2210,null,null,null,null
2211,-2.453293065,-0.680798201,-1.813228987,-1.200859853
2212,-0.482342362,0.417376561,0.345371718,0.209264087
2213,null,null,null,null
2214,null,null,null,null
2215,null,null,null,null
2216,null,null,null,null
2217,0.838993679,4.427662266,4.966230392,2.960340689
2218,null,null,null,null
2219,0.265820656,-0.197318549,-0.157777474,-0.8106857
2220,0.695620142,1.174738914,2.249460459,0.351601262
2221,-0.169193752,1.414078834,2.080062881,0.101679654
2222,null,null,null,null
2223,null,null,null,null
2224,0.252727285,-0.869806363,-1.130995458,-0.115904873
2225,null,null,null,null
2226,null,null,null,null
2227,null,null,null,null
2228,null,null,null,null
2229,null,null,null,null
2230,null,null,null,null
2231,null,null,null,null
2232,null,null,null,null
2233,-0.450456431,-0.29227485,-0.261645634,-0.045225557
2234,null,null,null,null
2235,-0.206076861,-0.16096339,0.072403963,-0.045133682
2236,-0.124672011,-0.223802164,0.124505546,0.127749854
2237,null,null,null,null
2238,null,null,null,null
2239,0.003031337,-0.250978649,-0.165941679,-1.275243516
2240,1.12429434,0.269071492,0.268617173,-0.169938262
2241,null,null,null,null
2242,-2.98357322,-0.769840077,-1.175626718,-1.675596276
2243,null,null,null,null
2244,null,null,null,null
2245,0.285182939,0.888996553,1.048967256,0.458156303
2246,0.820341691,1.175402395,1.255605134,0.602574293
2247,0.279836727,0.090487931,0.111531115,-1.54359887
2248,-1.003497204,2.81789867,2.624926545,2.581680984
2249,0.676651229,0.410987619,0.766126143,0.204809368
2250,-0.403289817,1.339226617,1.547733617,0.183425531
