11,-3
-4,-14
-13,-3
8,-7
-10,-7
4,-11
3,10
-5,-13
-8,-11
8,-5
1,-12
8,-8
9,7
2,-12
-6,10
-10,-5
-9,10
-3,-12
9,4
-12,2
-12,0
3,-13
1,11
2,-11
-10,8
-11,3
10,5
9,-5
-6,11
9,-6
-8,-12
-10,-9
-13,-5
10,-5
-7,10
11,-2
-12,4
-14,-5
-13,-2
-3,-13
-11,-8
-2,-13
-11,-9
-9,-12
-7,-12
4,-13
3,11
9,-8
11,-4
12,-1
6,-11
10,-6
-13,7
3,12
-5,11
2,-13
-10,-6
2,11
-13,8
12,-2
5,-13
-4,11
10,4
11,1
9,-7
-11,-6
3,-14
10,6
5,-11
-10,10
11,5
2,-14
0,12
-7,-13
8,-9
-1,13
-12,3
-12,-1
11,2
-8,-13
-11,-5
-11,8
-13,-1
-8,9
-3,-14
-2,12
-3,-15
-13,2
2,12
8,7
-3,11
-1,-14
-13,0
-12,-9
1,12
-2,13
4,-14
-13,-6
10,3
8,-6
4,10
5,9
-13,1
5,-10
-12,-6
-6,-13
13,-2
10,7
3,-15
-11,-7
6,-13
-14,7
-3,-16
12,-4
-7,11
12,-3
4,11
11,6
-3,13
7,8
5,-14
-13,5
-8,10
-12,-11
7,-13
7,-11
12,0
5,8
6,9
-10,-12
11,3
1,13
0,13
7,7
11,-5
-12,-8
8,8
2,13
7,9
-14,8
4,-15
12,1
9,8
11,4
-5,12
7,-10
-4,12
-12,1
-14,-6
12,-5
12,4
2,-15
0,-13
-12,8
0,-14
11,-6
10,-7
-5,13
0,14
-4,-16
-13,-7
-14,-2
-2,14
-14,-3
2,14
1,-13
8,-10
-4,13
7,-12
-4,-15
-14,-4
-2,-14
13,-4
8,-11
-15,-3
5,10
-12,-10
13,0
-3,12
-10,-13
-13,3
-14,1
7,-14
-14,0
-11,-12
-13,-10
1,-14
11,7
12,-6
-13,-9
12,5
-14,-9
-12,-12
-6,-14
13,1
13,4
-3,14
10,8
-15,7
-7,-14
9,-9
-12,9
7,-15
-11,9
-14,-1
-9,-13
-13,-12
-5,-14
-2,-15
-6,-15
6,-14
13,-1
0,-15
1,-15
9,-10
-13,-13
13,2
-13,-8
5,11
3,14
-5,-15
12,2
6,-12
-11,-13
-5,14
-10,-14
-4,-17
3,-16
3,13
1,14
-12,10
6,-15
13,-3
-6,-16
7,-16
-12,-13
4,13
-14,5
2,15
-10,11
12,6
14,-1
11,-7
-14,-12
12,3
4,12
6,-16
-14,-7
-2,15
3,-17
13,-5
-14,9
5,-15
8,-15
-9,11
-1,-15
-6,12
5,-16
-11,10
-6,13
-11,-14
4,-17
-13,9
-6,-17
-7,-15
-12,-7
-16,7
3,-18
-15,6
-13,-11
-11,11
-2,-16
8,9
14,-5
8,-14
13,-6
-15,-4
-7,-16
-1,14
10,-8
1,15
-15,0
14,2
4,-16
0,15
4,-18
0,-16
6,10
9,-15
9,9
5,12
-6,14
-9,-14
-15,9
-13,4
4,-19
-14,-13
2,-16
-15,-9
-4,14
15,-5
8,-13
8,-16
-6,-18
-12,11
-8,-15
2,16
-8,-14
14,1
12,-7
-14,-10
14,-3
-16,-4
13,6
-5,-17
-13,10
9,-11
-13,11
3,-19
16,-5
-14,2
-9,-15
-14,10
14,-6
15,-6
-14,-8
-3,-17
9,10
-1,-16
8,10
-15,-8
15,-1
15,2
-5,-16
10,9
12,-8
9,-13
-3,15
14,0
-14,3
9,-14
1,16
4,14
-8,11
16,2
9,-12
-7,12
-12,12
11,8
8,-12
3,16
-2,-17
-15,-10
-4,15
10,-12
-5,-18
-11,12
14,-4
15,3
3,15
-15,2
14,-7
2,-19
-13,12
14,-2
12,7
-2,-18
15,-3
-15,3
-12,-14
-3,-18
15,-4
2,-17
16,-6
15,-7
-15,-7
15,4
-16,-9
16,3
-14,12
-15,4
13,7
-1,-17
-14,13
16,-7
16,4
-15,-2
-16,3
12,8
5,-18
6,-17
-15,5
-1,15
-14,-11
10,-9
7,10
0,16
-13,-14
-10,-15
-14,4
-16,-10
10,-14
-16,-11
13,3
-15,1
-15,8
7,11
4,15
-17,-9
-17,-10
10,-15
-12,-15
13,-7
-16,0
15,-8
0,-17
6,11
5,-17
-8,12
-9,12
-1,16
-14,11
-16,2
-16,8
-15,-6
-2,16
17,3
-15,-11
11,-8
17,4
-16,4
-4,-18
14,-8
-14,14
-15,-12
-16,6
-15,-5
-17,3
-17,8
5,-19
7,-17
-7,13
-16,-12
-16,-6
-8,13
4,16
-17,4
15,-2
-14,15
-18,3
14,3
-17,2
11,9
18,4
-6,15
-7,14
6,-18
19,4
10,10
-1,17
-6,-19
1,-16
-13,15
15,1
9,-16
13,5
1,17
17,2
16,5
10,-10
-15,12
-5,15
5,15
4,-20
-17,7
2,17
-15,-13
14,7
18,2
-17,6
10,-16
16,-2
-11,-15
-16,5
15,0
-16,-3
-14,16
-12,15
13,8
10,-11
-13,-15
5,13
-16,9
-7,15
-15,10
8,-17
-3,16
14,4
-7,-17
-15,-1
-13,14
16,1
-18,7
-14,-14
9,-17
16,0
2,-18
3,17
10,-13
18,5
16,-3
-12,-16
17,-7
-16,1
-2,17
-7,16
-18,2
11,-10
-11,-16
-10,-16
3,-20
0,17
13,9
-7,-18
-17,9
-16,-5
-5,-19
11,-14
-4,16
-13,16
-15,13
-18,9
-16,-2
14,8
17,1
7,-18
0,18
-13,13
16,-1
9,-18
6,12
16,-8
-1,18
-6,-20
11,-12
5,14
-7,-19
-6,-21
17,-6
14,5
16,-9
-15,-14
-17,5
-16,-8
-12,16
17,-1
17,-3
-12,14
-10,12
-18,1
-13,-16
-11,13
-18,4
-8,-19
2,-20
-17,-8
12,9
4,-21
-1,19
-1,-18
13,-8
-18,-9
-12,13
-16,-14
-15,14
-17,0
16,-4
17,0
-11,-17
-17,-3
13,-9
-17,-5
-11,14
12,-12
-4,-19
-18,-5
14,6
1,-20
15,5
18,-1
-4,-20
-5,-20
-11,15
-10,14
6,13
15,6
-6,16
-17,1
-8,-18
-5,16
-19,4
11,-15
17,-5
-17,10
11,10
-10,15
17,-2
-2,18
-5,-21
-16,13
-18,0
-16,-13
-8,-17
2,-21
-18,5
6,14
5,-20
-7,-20
-18,6
11,-11
-14,-15
11,-13
18,3
7,13
-2,-19
18,-6
-3,17
-16,12
6,-20
-10,16
16,6
-18,8
-16,10
-16,-7
-19,8
-3,-19
10,11
11,-9
1,18
18,-5
12,10
13,-12
19,-5
7,12
18,6
-4,17
-13,17
17,6
12,-9
-11,16
-15,11
-9,13
8,12
-16,-1
-12,17
-7,17
-17,-11
8,13
-3,-20
-17,-1
-19,2
-10,17
-1,20
-19,7
6,-19
-17,-7
0,19
8,-18
11,11
10,-17
-9,-18
7,14
-5,17
3,-21
13,10
-17,-6
18,1
-18,-6
12,11
8,14
8,11
19,2
-17,13
18,-3
18,-2
0,20
-20,4
9,14
-19,5
17,5
19,3
-10,-18
19,-3
13,-11
-3,18
15,7
-16,14
-13,18
19,5
1,-17
-4,-21
17,-8
-14,-16
-17,-2
-18,-7
5,-21
-1,-19
-20,5
-15,15
18,7
-18,-10
-8,-16
14,9
-4,18
17,-9
1,-18
-16,15
-19,3
12,-11
1,-19
9,12
0,-18
17,-4
-20,2
6,-21
15,8
19,-2
-19,6
-8,14
9,11
-11,-18
19,-6
-10,13
16,7
-17,15
-8,15
12,-14
-9,-17
18,-4
-18,-8
-17,-4
-20,7
19,-4
18,-9
-18,-11
20,-3
-12,-17
-11,17
-9,15
-13,-17
7,-19
12,-10
-16,16
-18,-2
-8,17
-6,17
-21,5
-6,-22
-16,11
9,13
-21,2
11,-16
-9,14
-4,19
-18,-4
19,1
-18,-12
-6,18
-8,-20
-11,18
1,19
-19,-11
-12,-18
18,-8
-19,-8
-3,19
-19,0
-20,8
-18,-1
8,15
20,-2
-17,11
4,17
10,14
-2,-20
-14,-17
-15,-15
5,16
-9,16
-9,-19
-19,-10
-14,17
6,-22
-13,-18
19,7
-6,19
-9,17
-12,18
10,15
0,21
11,12
-2,-21
-5,19
11,13
-19,1
-2,20
-4,-22
-18,11
-4,-23
-15,17
4,18
10,12
13,-10
-19,-7
1,21
19,-1
-19,-4
-15,16
-17,-13
12,-15
12,12
17,-10
10,-18
-9,-20
-7,-21
-9,-16
-5,-22
5,17
13,-14
-1,-20
8,-19
14,-9
9,15
3,18
-9,18
17,7
0,22
19,6
-14,-18
10,13
19,0
17,8
-2,19
-17,12
-4,20
19,8
-3,20
15,-9
18,8
-5,18
18,-10
-3,21
6,15
20,-4
7,-21
16,8
15,-10
4,-22
20,7
1,22
-19,-1
12,-13
0,-19
18,-7
-12,-19
18,0
-19,-3
-7,18
14,-10
-19,11
-8,16
-5,20
20,-1
-10,-19
-1,21
-15,-16
20,-6
21,-6
-19,-6
-18,10
7,-20
8,16
18,9
11,-18
-13,-19
0,-20
20,-5
7,15
0,-21
-20,3
-17,14
14,10
-10,-17
-1,-21
-10,18
1,23
-13,19
-16,17
-7,19
-7,-22
-6,20
-17,16
1,20
16,-10
6,16
-17,17
9,16
-3,-21
-18,-3
-20,6
-11,19
-15,-18
20,1
-6,-23
-19,10
6,17
8,-21
-20,-7
5,-22
21,-3
13,11
-17,-12
19,-9
20,2
19,-10
-20,-10
8,-22
2,22
19,-7
-20,-11
-16,-18
1,-21
-19,-5
0,-22
-19,-9
-21,8
22,-6
-16,-17
2,21
21,7
17,-11
7,16
-15,-17
-19,9
0,23
2,19
-20,1
-18,12
-16,-16
-10,19
14,-11
-20,-5
11,15
19,-8
-20,-8
12,15
-15,18
-18,15
-12,-20
-2,-22
-1,22
-8,18
-22,2
13,-13
-21,6
-14,-19
12,13
-20,-9
-21,3
2,18
-21,4
3,-22
-3,-23
20,6
6,-23
10,16
2,-22
11,16
-14,-20
-11,-19
-20,10
22,-3
2,20
20,4
-17,-16
-2,21
-19,12
-19,-2
-20,-6
7,17
7,-22
21,6
15,10
11,-17
-21,-6
21,-4
-1,-22
-21,1
-20,0
-14,18
-20,-1
20,5
-12,19
-16,-15
-10,20
-19,-12
23,-6
-5,21
-21,10
9,-19
17,9
-22,1
10,17
22,-5
-15,-19
5,-23
-3,-22
8,-20
-12,20
20,8
3,20
7,18
-15,-20
-20,9
18,-11
-20,12
-22,5
5,18
22,-4
-1,23
22,-2
14,-12
-5,-23
21,-2
-18,13
23,-2
-21,-1
20,0
-20,-4
23,-3
-22,3
20,3
12,14
-13,20
22,7
-10,-20
-20,-2
6,-24
8,18
-21,-5
-19,13
-7,-23
16,9
13,12
9,17
-2,22
15,9
-8,-21
11,14
4,-23
-2,23
-20,-3
-21,-8
-10,-21
14,-13
23,-4
-21,9
-9,19
3,22
-20,11
-15,19
-21,-4
17,10
-8,-22
19,9
-16,19
-22,0
17,11
-21,12
10,-19
23,-5
15,-12
-1,-23
-8,19
-21,-3
9,-21
2,23
-16,-19
21,-5
3,21
-14,19
-21,0
-20,-12
5,-24
24,-3
-21,-10
-21,11
3,23
2,-23
24,-2
-18,14
-21,-11
-17,-19
23,-1
6,-25
-19,14
-16,-20
16,10
4,20
-11,-20
-8,-23
20,-9
-11,20
15,-11
-22,10
21,-1
-20,-13
-21,-7
-14,20
-7,20
8,-23
-21,-9
-9,-21
3,-23
3,19
-23,1
22,6
20,-8
25,-3
-22,8
16,11
14,11
11,17
21,3
-16,18
10,-21
-18,16
3,24
15,11
-22,11
-20,13
4,22
-6,-24
-3,22
2,24
18,10
-5,-24
21,2
21,-8
21,0
22,-1
1,-22
9,-20
-18,-13
24,-1
-22,-1
21,-7
25,-2
3,-24
-19,15
20,-7
22,-7
8,17
-23,5
0,-23
-21,-12
7,-23
-4,-24
-1,24
0,-24
-22,-5
13,13
-24,5
13,15
18,-12
-3,-24
-21,7
12,-17
23,-7
12,-16
5,20
16,-12
-9,-22
24,-4
22,0
-17,-15
12,16
-22,6
-22,7
-17,18
4,21
16,-11
13,-15
-22,9
-20,15
-23,0
6,18
24,-5
-21,-2
-5,-25
-17,-18
9,-22
-4,21
-23,7
-22,-11
-2,-23
-23,3
-9,-23
4,19
21,5
22,-8
-13,-20
-23,-1
-14,-21
-21,15
-24,-1
-24,4
-17,-20
14,15
0,24
19,-12
-7,-24
-19,-13
-18,-18
-17,-21
-22,4
-7,-25
13,14
-5,22
-6,-25
-19,16
-15,-21
20,-10
-9,20
12,-18
-25,4
-23,10
5,-25
2,-24
-23,8
20,9
-12,-21
14,14
-16,-21
21,1
24,-6
10,-20
11,-20
-17,-17
5,19
-17,-14
-20,14
11,-19
20,-12
4,23
24,-7
-18,-17
15,-13
11,-21
12,-20
4,24
22,2
10,-22
4,-24
4,-25
-19,-14
-18,-14
-13,21
1,24
1,-23
-25,5
11,-22
13,-18
-18,-15
-4,22
23,7
21,8
-22,-9
1,-24
-19,-15
-23,2
-20,-15
19,10
25,-4
-23,11
-19,-18
-7,21
-18,-21
5,21
20,-11
0,25
-12,-22
17,-12
-6,21
13,16
-15,20
-22,-2
23,6
22,1
7,-24
20,10
-23,6
13,-16
-20,16
5,24
-9,-24
2,25
-22,-12
20,-13
17,-13
19,-11
-10,21
-6,22
-2,-24
14,12
-2,-25
6,19
-8,20
3,-25
-23,4
-18,-22
-24,3
-11,-21
-22,-6
12,-19
-21,13
-21,14
14,-16
16,-13
22,5
13,-19
13,-17
-2,24
-22,14
-1,-24
17,-14
-17,19
-23,9
-10,-22
15,-14
-18,19
-24,10
-19,-16
-19,17
-15,-22
-8,21
-13,-21
-19,18
-7,22
22,-9
-23,-2
12,17
-7,-26
-21,16
9,18
-6,23
-3,24
-20,-14
18,11
7,19
21,-12
-24,7
18,-13
12,-21
5,-26
3,-26
17,12
-2,-26
4,-26
-8,-25
-22,12
2,-25
14,-18
25,-1
-24,6
-21,-14
21,-9
20,-14
-6,24
5,22
10,18
-19,-21
14,13
-8,-24
4,25
-3,25
22,8
21,10
-24,8
7,-25
6,-26
4,-27
-22,-8
1,25
15,12
23,2
3,-27
-11,21
19,-13
-19,19
-16,-22
-16,20
16,12
-1,-25
-23,-12
21,4
23,0
21,-11
-4,25
24,6
21,-13
-22,-4
9,19
1,-25
5,-27
-21,-13
22,3
-24,2
-7,23
-25,7
-13,-22
4,-28
3,25
8,-25
7,-26
14,-14
23,-8
18,12
-22,13
-4,26
18,13
6,20
-2,25
-17,20
-3,23
-23,13
-17,-22
-26,7
15,-15
19,12
17,13
25,0
-23,12
23,-9
24,0
-25,8
-22,-13
20,12
-1,25
2,26
22,4
-22,-7
-9,21
18,-14
-24,1
-3,26
3,26
16,-14
-18,18
19,13
-24,-12
8,19
19,11
25,-5
14,-17
6,-27
-26,4
-14,21
23,3
-6,-26
23,-10
-18,17
13,-20
-16,-23
22,-10
-18,-20
-18,-16
-12,21
-10,-23
7,20
-24,9
-17,-23
22,-12
-25,6
14,-19
-8,22
-23,-9
5,23
-17,-24
-20,-16
-4,23
-22,-3
-9,22
14,16
15,-17
-23,-7
-5,25
-3,-26
22,-13
-19,-17
-21,-16
-23,-10
6,-28
19,-14
7,-27
13,17
25,6
9,-23
23,4
-25,9
-26,8
-22,-10
-20,19
-23,-3
5,25
25,7
23,-12
-23,-4
-23,-13
-8,-26
12,18
13,18
-14,-22
-10,-24
11,18
3,-28
-10,22
-20,18
-1,26
25,1
-27,7
-13,22
0,-25
1,-26
21,-10
6,22
8,20
-20,-17
-24,-4
-6,-27
24,2
-20,20
-18,20
-18,-19
23,-11
-24,-3
-23,-5
12,19
11,-23
-19,20
-22,15
2,-28
6,21
24,5
-21,-17
22,-11
-21,17
16,13
-11,22
0,26
10,-23
-12,-23
-25,-3
10,19
-14,-23
-21,20
-25,2
-12,-24
-27,8
24,-8
-24,-13
-2,26
-18,21
-12,22
-23,-8
-22,16
-11,-22
-24,-2
-15,-23
25,-6
24,1
15,15
20,13
26,-2
-4,-25
-9,-25
-21,18
6,25
23,1
5,-28
15,14
-13,-23
-17,21
-23,14
25,2
-26,6
-17,22
-19,-19
-11,-23
23,8
-15,21
21,9
21,11
25,5
19,-15
22,9
22,11
-9,-26
12,-22
24,4
-21,-15
-22,-16
22,-14
-1,-26
14,-20
-21,19
26,-5
-4,24
-5,24
23,9
-22,-14
-24,-5
-17,-25
9,20
-25,10
8,-27
15,13
26,2
7,21
15,16
-24,-6
-3,-25
27,-5
7,-28
18,-15
21,-14
-26,2
-12,23
-25,-5
-10,-25
24,7
6,-29
-27,9
0,-26
16,-15
-6,25
22,10
-26,9
7,25
14,-15
23,10
-26,3
23,-13
26,-1
16,16
-3,-27
-14,-24
25,-7
-24,11
16,15
26,1
-25,-4
5,26
21,12
-8,23
-13,23
24,-11
14,17
-25,-6
-25,3
27,2
16,14
-27,3
9,-27
6,23
13,-22
-25,1
25,4
26,0
-25,11
13,19
-4,-27
8,-24
-5,23
18,14
-26,-4
8,-28
5,-29
13,-21
17,-15
-16,21
-4,-26
-20,17
-1,27
25,8
18,15
-26,5
8,-26
-23,15
14,18
-5,-26
4,26
-13,-24
7,22
23,11
10,-24
24,-12
25,-12
22,-15
19,14
-13,-25
-20,-19
7,-29
14,-21
-27,2
-15,22
23,-14
-5,26
24,10
-19,-20
-28,9
17,14
-24,-7
23,12
21,-15
20,-15
6,24
-9,-27
-8,-27
0,27
-18,22
-2,-27
-7,-27
-26,1
23,5
-7,24
-20,-18
-19,22
-22,18
24,11
-6,26
9,-25
-15,-24
27,1
-5,-27
-21,-18
8,-29
-23,-6
6,-30
-6,-28
-22,17
24,3
-25,-2
-26,-3
22,12
-28,2
-2,27
15,-16
-21,21
26,3
-24,-14
3,-29
-11,23
24,9
-22,20
-14,23
-24,15
-7,-28
-29,2
7,-30
17,-16
-5,-28
-12,-25
26,7
8,21
-24,14
2,27
-27,5
13,20
1,26
2,-26
25,9
11,-24
20,11
-24,13
-23,-11
22,13
-24,12
25,11
9,-26
15,-21
25,-11
-21,-19
-13,24
-14,22
-26,11
11,19
2,-27
-27,4
-24,-9
-9,23
25,3
-8,-28
6,26
-16,22
-11,24
-27,1
21,13
-10,-26
-25,0
7,-31
27,0
24,-13
10,-26
28,1
24,8
14,19
-18,-24
9,-29
16,-16
-24,-10
7,23
26,6
-22,-15
-30,2
23,-15
11,20
10,20
24,-14
-20,-21
5,27
-19,21
-28,4
-7,25
27,-2
-25,14
27,-3
21,14
1,-27
-10,-27
17,15
20,-16
-25,-12
1,27
19,15
-31,2
10,-25
-11,-26
9,-28
26,8
-23,17
-20,-20
-17,23
-21,-20
-22,-17
-26,-2
-18,-23
-10,23
27,6
21,-16
-11,-24
-22,-20
24,-10
-10,24
-25,-1
-5,27
16,17
8,23
-26,-6
26,-3
-6,-29
-16,23
8,22
9,-24
9,-30
-25,-13
24,-9
-23,20
25,-9
1,-28
-22,19
26,5
11,-25
22,-16
-11,-25
11,21
15,17
-25,-14
-23,-16
-28,3
-24,16
15,-18
8,-30
17,16
26,-11
16,-17
15,18
20,-17
-26,10
-23,19
4,27
15,19
-4,27
25,-8
24,12
-27,0
19,-16
26,-12
16,19
-18,23
12,-23
-24,17
-23,16
20,-18
-27,10
27,-4
18,-16
24,-15
18,-17
-23,-17
-24,-8
-18,-25
25,10
-27,-2
22,-17
0,-27
5,-30
-15,23
-28,5
-20,21
26,11
19,-17
-7,26
27,-1
27,-12
-22,-18
-24,0
-3,27
8,-31
9,22
-23,-20
-27,-1
-31,3
28,-2
-23,-21
-29,3
0,28
-24,-15
15,-19
-26,12
4,-29
26,-6
7,24
4,-30
27,3
-8,24
25,12
10,-29
16,18
-25,12
-13,-26
-29,4
-14,24
-25,-9
26,4
-29,1
-8,25
28,-1
24,13
-27,6
27,7
-28,6
28,-3
12,-24
23,13
-28,1
-30,1
28,2
-1,28
16,20
27,4
27,-11
27,-13
27,8
-14,25
-15,24
25,-13
-23,-14
-30,3
-31,4
18,16
-5,-29
-22,-19
-23,18
14,20
27,-10
8,24
27,-9
24,14
28,-9
6,27
-24,-11
26,12
15,20
-28,7
-5,-30
-22,21
-27,-3
17,-17
-29,5
8,25
26,-8
-30,4
-21,-21
-12,-26
0,29
0,-28
26,-7
-25,-11
-1,-27
26,-4
-7,27
17,20
-28,-1
-20,22
12,20
-19,-23
27,12
13,-23
-2,28
9,21
-26,-11
-25,15
0,30
10,-28
27,-8
-24,20
6,28
-30,0
1,28
20,14
15,-22
-2,-28
-26,-14
27,5
29,1
-26,0
-18,-26
5,-31
15,-20
-28,-3
20,15
-12,-27
-21,22
28,-13
17,18
-4,28
-28,8
-3,28
-1,29
-4,-30
28,6
26,-9
-29,9
-25,-10
9,24
10,-27
14,-22
27,-7
-26,-13
-20,23
-21,23
-22,22
-14,-25
9,23
-4,-29
-25,-8
-24,-16
-8,26
-24,19
17,17
28,5
-9,24
-11,25
-16,-24
28,7
-20,24
25,-14
23,-16
11,-26
-29,7
15,21
-3,29
-3,-28
-25,20
26,-13
27,-14
-1,30
11,-27
28,-8
-26,-1
12,21
25,-10
10,22
18,17
-2,29
-24,18
2,28
16,-19
26,-10
-23,21
26,9
3,-30
-30,7
-28,10
29,-1
18,-18
0,-29
-16,-25
3,28
-10,25
-26,-10
-23,-15
17,19
-19,23
-30,8
7,26
-25,-7
19,-18
23,14
28,8
1,-29
-19,-24
10,21
-11,-27
-4,-28
29,7
-23,22
-3,-29
29,-2
-27,-11
-6,-30
18,20
3,-31
-19,-22
2,-29
-27,-12
18,19
29,-3
-20,-23
-23,-19
28,3
28,-10
-20,-22
28,0
10,23
-22,23
-2,-29
-32,3
15,22
19,-19
-24,-20
-17,24
13,21
-29,8
-21,-22
-30,5
-25,19
30,7
-25,13
-23,-18
-12,24
-30,6
-9,25
-26,13
27,-6
12,-25
6,-31
-29,6
-24,-18
-30,-1
-5,28
1,29
12,-27
-31,6
18,18
2,-30
21,-17
-27,12
-26,-15
17,-18
-11,-28
-29,-3
17,21
29,-8
26,13
14,21
28,-7
-27,11
-28,-2
-14,-26
-29,-2
-28,-4
28,4
-30,9
19,16
-29,10
-25,-15
-26,14
3,27
29,-9
16,-20
-1,-28
-13,25
-10,26
24,15
0,31
-26,15
-2,30
6,29
-8,27
-25,-16
4,-31
-19,-26
-26,-9
-24,-19
13,-24
-22,24
-26,-16
16,21
-12,-28
-23,23
3,29
-31,1
-28,12
-9,26
-27,-10
29,8
-24,21
0,32
11,-28
5,28
-28,11
-27,15
28,9
-31,5
14,-23
26,-14
-2,-30
-31,7
24,-16
5,-32
-28,-5
23,15
19,17
-24,23
10,-30
11,-29
16,-18
25,13
-29,-1
27,13
-8,28
-19,24
11,22
-15,-25
-9,27
-12,25
-3,-30
25,-15
24,16
-28,0
29,4
-12,26
12,22
-4,29
-13,26
-26,-12
-32,2
-25,21
5,29
25,14
-27,-4
-29,12
2,29
-13,-27
16,-21
30,-2
17,-20
19,18
11,23
4,29
-9,-28
29,0
12,-28
-25,-19
29,6
12,-29
-10,-28
-14,26
5,30
28,13
1,32
7,28
-22,-22
-15,-26
28,-6
-16,-26
-19,-25
6,-32
-26,-8
28,-4
21,15
-6,27
3,30
-21,-23
-29,0
8,-32
22,14
3,31
20,-19
-24,22
-29,11
29,5
10,24
-10,27
13,-29
-30,-2
-15,-27
30,4
-25,22
21,-18
-28,13
6,30
-31,0
19,19
30,6
4,-32
26,-15
27,-15
2,31
11,-30
2,32
-7,-29
30,-1
27,9
-9,28
-25,18
-32,6
4,30
-18,24
9,25
28,-15
22,-18
-12,27
-17,-26
-26,-7
-14,-27
-21,24
19,20
-27,-8
