E14 log 2,SPB74 log 2,virido log 2,J1074 log 2,AA4 log 2
0.091957322,-0.750007607,-0.385403521,-0.688772733,0.344821677
-0.213315418,-0.200108632,0.155868393,0.446962646,-0.041483818
-0.080070675,-0.621083276,0.076479294,0.253807447,0.118508948
-0.045771115,-1.676476952,-0.706385832,-1.259210571,-0.709110711
0.332565546,0.251850945,-0.448052893,-0.602536702,-0.177301541
0.265201231,2.093720977,2.366793306,3.203299474,1.385911263
0.129543437,1.048189363,0.265930571,0.324242649,-0.045071166
0.10729045,0.623454487,0.511937702,0.605365995,0.187555709
-0.387037289,-1.944538741,-1.13870396,-0.841551507,-0.63741047
0.464078754,5.332538319,6.370462122,7.361315375,5.007334642
0.166622594,0.617231765,2.123059083,2.926701653,2.523329519
0.567430319,-0.330410993,0.962382403,1.254188286,0.525114562
0.035406347,0.289606714,-0.253298444,-0.109523289,-0.369501363
-0.089547586,0.000542462,-0.334845808,0.311777065,-0.411207739
0.400932275,0.745235877,-0.011168793,-0.255621576,-0.136882721
0.10056581,-0.565887914,-0.306152194,0.221671828,-0.374413472
0.0450731,-1.247410276,-0.154174144,0.16050172,-0.028332532
-0.082695235,0.156878845,0.841772314,2.435913434,0.387223602
-0.53556839,-1.25340156,-0.160259042,-1.088509655,0.165532728
0.253012104,-2.042091368,-0.843623475,-0.673948995,0.126300706
0.049259431,0.36661192,0.516927206,0.666756932,-0.275272957
0.088138529,-0.433689984,-0.879405186,-1.08380252,-0.756324694
-0.570979014,-0.368004426,0.151445091,1.434109005,-0.390599377
0.097177475,-0.004703407,-0.464964089,-0.819992096,-0.065634973
0.094439487,-0.064123012,0.133971622,-0.005413895,0.047514722
0.261148074,0.144344338,0.289887652,-0.038636536,-0.686107026
0.403091608,0.594146262,0.078740638,0.017129143,0.247197011
0.096317212,-0.015079335,0.445497515,0.429802826,0.572706374
0.052635695,-0.553803078,0.683370466,0.490180914,-0.022623988
0.105512325,-1.312899518,0.094842033,0.203159863,-0.792302898
-0.24996094,0.092608681,0.594356457,0.288364755,0.220412414
0.253517218,0.619520947,-0.464454771,-0.34035058,-0.542713127
0.605404941,-0.051903415,-0.376910693,-0.796674894,-0.117190215
0.298187166,-0.672971105,-0.546089083,-0.727144489,0.018482575
0.044021526,-0.837825618,-1.415813699,-1.540696473,-0.315251289
0.218885827,-0.286432518,-0.833323246,-0.965748481,-0.220900771
-0.104009431,2.954822207,4.673704431,4.515564119,2.228619839
0.054786457,0.403549561,0.105367484,0.095310299,0.357685715
0.184738847,1.87712227,0.961808268,1.077189712,0.420013419
0.770429842,0.085436806,2.780331722,1.81920393,1.830279191
0.26634107,0.774913663,0.461984222,0.36477661,0.167911835
-0.241642767,0.005157022,0.481739972,0.062502197,0.344636888
0.082967041,-0.071259192,-0.880350094,-1.067091309,-0.831397453
0.260691673,0.165432325,-0.871894537,-0.798263083,-0.804085954
0.224633145,-1.595713829,-1.541108407,-1.401792808,-0.655902252
0.019084288,-0.188771744,-1.01276417,-1.210835998,-0.285637775
-0.08519308,-0.356420395,1.914170519,0.817571623,1.884392918
-0.248414905,-0.003497204,-0.734883432,-2.388193672,-0.606123244
0.989977698,2.043337438,3.85685488,4.526230751,2.362538852
1.637272945,0.581465297,2.660826149,2.702869981,3.10829202
-0.379822652,-0.368835427,1.905031515,0.864497876,1.352964529
-0.011083478,-1.548142321,0.255683842,-0.131792261,-0.435403843
0.35148996,3.133934406,2.472074573,2.999629811,1.482024148
0.1623183,3.796712081,2.109620747,2.885050624,1.261103273
0.056366031,0.529990649,-0.097802629,-0.241548432,-0.233149616
-0.017110873,0.803653721,-0.156132895,0.203925165,-0.368459199
-0.017543141,0.100121289,2.162202114,2.593059348,2.606362076
-0.375258567,-0.857666797,-1.398368077,-0.572797569,-2.174089449
0.371187526,0.549375618,0.451779794,0.899914501,-0.571844941
-0.01997804,-0.164653297,0.085425351,0.17977695,-0.44453828
0.372872326,0.625850845,2.05052334,-1.093251276,0.134326231
0.51122612,0.89874656,3.756457551,0.503355981,0.811935997
0.877416544,0.378817174,0.389163452,0.552153649,1.488479569
0.692908566,0.120423122,0.163371198,0.139798726,1.22398596
0.613438535,-0.051115381,-0.491382852,-0.335588965,1.488765945
0.761855278,0.316895182,-0.155575695,-0.117928265,1.590404255
0.728250776,1.217585888,0.661893513,0.743401214,-0.285542935
-0.121280354,0.631867928,-0.211516037,-0.080260006,0.505950802
-0.154124231,1.053224958,1.058842632,0.435059369,0.924326993
-0.117843763,-0.595331501,-0.841025767,-0.982389612,-0.248245463
0.153595481,-0.490489397,-0.434248564,-0.222335297,-0.308757548
-0.020916406,-0.3264673,-0.696735902,-0.576194192,-0.52119273
-0.1376605,-1.613924071,-0.915964295,-1.087921734,-0.81065831
-0.151284734,-0.554186125,-0.667852173,-0.715786915,-0.279106321
-0.003650027,-0.541823677,-0.682426488,-0.648480777,-0.164792363
-0.268145624,-0.854235638,-1.012857251,-1.086749585,-0.248537732
-0.012782984,-0.307912122,0.875294493,0.801236232,0.173042371
0.085518328,0.198211919,0.776484123,1.486666372,0.353533167
0.331223427,1.258935811,1.733921792,1.941670353,1.228019201
0.2632714,-0.00523038,-0.995987599,-0.536159938,-0.667560349
-0.258458581,-0.813144233,-1.310262488,-1.378577677,-1.220754937
-0.067907302,-0.631225054,-1.018220963,-0.711281182,-0.973882518
0.41410497,0.040169222,-0.551668909,-0.802845349,-0.49355457
0.348179203,-0.773045513,-0.973094185,-0.876094732,-0.837169902
-0.181031533,-1.318380101,-0.406288061,-0.493815543,-0.120952888
-0.863661539,-0.805292669,-0.087716437,0.370179114,-0.87902025
0.598891659,0.225232595,-0.193928561,-0.889121285,0.569414094
-0.048476853,0.07072538,1.269658601,1.691704809,1.12163227
0.230340074,1.134338119,1.187321384,1.712965892,-0.261402657
-0.30242702,-0.733847821,0.350186461,0.584108448,-1.618799221
-0.388217191,0.076896612,-0.282737289,-0.517459538,-0.251309053
0.10193704,0.748385832,0.170398882,0.257525603,-0.555403146
-0.089673757,-0.821276777,0.974674717,0.920189901,0.497058
-0.45870661,-1.058323435,1.068774664,1.246129967,0.554696784
-0.181321112,-0.178899641,0.078227648,-0.076502278,0.349569075
-0.634024298,0.7516327,1.358058778,0.802304366,0.727412768
-0.165082439,1.386108538,1.908310524,1.27232255,1.712524505
-0.206967505,-0.814869893,-0.346338754,-0.239092927,-0.211637108
0.106052368,-0.257812533,-0.568964972,-0.510880081,-0.075506229
1.286071063,1.01541949,-0.416868195,-0.362777779,0.262809843
-0.032160652,-0.302752004,0.795404568,0.452657567,-0.198468175
-0.079520953,-0.228771267,0.993561168,1.326531535,0.087196213
-0.077850738,-0.205794492,1.571328162,1.852943099,0.579929953
0.016463648,-0.746018647,0.389700302,0.367954952,0.204329809
-0.278055474,0.245875406,0.782957193,1.142462267,-0.599247958
0.249318798,0.48882222,-0.010381505,0.104113466,0.24680122
0.136195713,-0.454598612,-0.535957509,-0.683153501,-0.615118863
-0.876681378,1.98761346,0.843650396,1.039910971,-0.996849243
0.332233235,-0.391586174,0.126964897,1.065053505,-0.351061369
-1.789016607,0,-0.754238299,-1.286348978,0.542369893
,,,,
,0,2.444443635,1.291188502,3.172939918
0.358898492,0.766497106,2.358314293,2.163217653,2.373514981
0.254737006,1.006688262,2.955286907,4.329791694,2.096097424
0.468569021,1.295980012,0.955081191,1.059020598,0.793194112
0.268780489,0.276697722,-0.554627424,-0.516231007,-0.629495643
0.117978241,0.424305033,0.36537751,0.326695915,0.119634011
0.569312507,0.745634216,0.038582847,-0.328061369,0.505860823
0.026182174,-0.473391375,-0.475136364,-0.528992742,-0.433203499
0.097971365,-0.674561821,-0.597119672,-0.438885907,-0.409799663
-0.219407747,-0.196976858,4.022397864,4.116055457,3.2020745
-0.241805091,-1.084113372,-0.162071915,0.129623715,-0.313828437
0.064274009,-0.089219249,-0.773092986,-0.523278044,-0.407787542
-0.102565861,-0.406249172,-0.460719904,-0.565024777,-0.514127394
-0.033301627,-0.326142918,-0.005576993,-0.079046472,0.540740604
-0.008752042,-0.371028239,-0.747833563,-0.72173576,0.019741261
0.589466713,0.42353599,-0.293687655,-0.643127283,-0.279853478
0.210235747,-0.654141345,-1.132235717,-1.179029,-0.945887086
0.192091856,0.450204268,-0.487847806,-0.137999915,-0.2310168
0.135360952,-0.964476799,-0.765991038,-0.984954894,0.21365515
0.107552478,0.082265197,-0.582275111,-0.677928848,-0.179846802
0.141255353,-0.008781305,-0.173997609,-0.315453273,-0.142793592
-0.014163215,-0.296735114,-0.007345488,-0.174400494,-0.028175456
-0.064208541,0.349564479,0.614792242,0.185762548,-0.126364906
-0.221978738,-0.076152,0.427957741,0.276974711,-0.279216629
0.259004179,0.306923994,-0.3505366,-0.421134508,-0.692972354
-0.115410257,-0.247569861,-0.670635517,-0.549090042,0.312353447
0.030836083,0.335531096,0.131133259,0.01318766,-0.02016233
0.059696931,-0.622721939,-0.277654847,-0.404474283,0.168140601
0.24127315,-0.030708398,0.070393979,-0.154109485,0.273617666
-0.011937077,0.84191626,0.973311215,0.862069646,0.633422701
1.358898492,-0.824643729,1.423298506,2.117907481,1.040610758
0.123264514,0.496873298,0.338385835,0.398893841,0.406703091
-0.451843796,-0.818465394,-1.498470088,-1.214408042,-1.774856923
-0.145776446,0.142057086,0.161981468,0.017964413,-0.097686693
0.981459614,2.572277161,2.538807194,2.360014193,2.04417427
0.088264717,-0.173905497,-0.373417165,-0.403776585,-0.294306298
-0.161687315,-0.938533835,-0.752347871,-0.74499736,-0.300752621
0.132832955,0.919741257,0.925179896,0.736958352,0.694401623
-0.05978701,-0.044185754,-0.940064456,-1.434125954,-0.639791301
0.242685738,0.872085236,-0.034410832,0.039765844,0.00027601
0.829361518,1.233866952,-0.074801909,-0.042309104,0.197967569
-0.225396708,-0.017075729,-0.07556311,-0.02674779,-0.554482899
0.065232448,-0.916854444,-0.728747681,-0.888464601,-0.138553208
0.165650944,-1.113348105,-0.038487269,-0.32646381,-0.096549603
0.166080004,0.568807985,-0.175357418,-0.014789891,-0.163515908
0.282397106,0.238524612,0.841575878,3.006848152,0.570413956
-0.049509723,-0.349896155,-0.536989986,-1.153881012,-0.538179586
-0.029433597,0.264179138,-0.595992389,-0.731509664,-0.597377176
0.207179206,0.254136473,0.513473905,0.666010162,-0.098526035
-0.148080239,0.155129267,-0.365543731,-0.391352357,-0.585155702
0.483256703,-0.578216251,0.330655083,0.961948306,-0.417160613
0.136360864,-0.862199146,-0.527624694,-0.604666182,-0.317685
0.468439568,1.355108607,-0.163891761,-0.058004087,-0.481079451
0.229709069,0.861844159,1.216509459,0.983924211,0.877167561
0.265384693,0.016986317,-0.101580864,-0.291089365,0.267604254
0.229979417,0.542781645,0.206720769,-0.039045056,0.39722234
-0.21819929,-0.40289283,-0.310822928,-0.741973059,-0.596531924
-0.136520509,-0.456202357,0.05426111,0.125427783,-0.670217406
0.000464497,-1.524411051,-0.236139228,-0.564430172,-0.118253034
0.181366035,-0.431442246,1.114033084,1.210203247,0.968716401
0.160455858,0.293990713,0.638279129,0.699855556,0.06557975
0.490694093,0.926199773,0.612696969,0.711778487,0.98453037
-0.042132816,-0.987267343,-0.645493638,-0.798432301,-0.074515585
0.049515975,0.904129818,0.982471755,0.750664173,0.519036177
0.101669862,0.509579533,-0.153536969,-0.350783041,-0.097655233
0.000955958,0.181669261,-0.391539505,-0.599875338,-0.061029968
0.133154726,0.610125081,0.023926964,-0.297287326,-0.192474948
0.175103553,0.636763012,0.953254658,0.233281992,0.954532715
0.039838984,-0.120625106,0.768086482,0.897056259,0.076909675
0.088310824,1.232043846,0.317151348,0.020926031,0.642849339
-0.179324476,-0.734332346,0.038433206,-0.114320842,-0.44530122
0.565381854,2.482706152,1.913041037,2.091488055,1.232597012
-0.017503745,-0.413227269,-0.467914782,-0.593669559,-0.300610395
-0.043097231,0.12663561,0.623234983,0.876312208,-0.036019825
0.205597112,-2.453293065,-0.680798201,-1.813228987,-1.200859853
0.08758197,-0.482342362,0.417376561,0.345371718,0.209264087
0.078438631,0.838993679,4.427662266,4.966230392,2.960340689
0.039462129,0.265820656,-0.197318549,-0.157777474,-0.8106857
0.249536258,0.695620142,1.174738914,2.249460459,0.351601262
-1.856080029,-0.169193752,1.414078834,2.080062881,0.101679654
0.251000793,0.252727285,-0.869806363,-1.130995458,-0.115904873
-0.086930741,-0.450456431,-0.29227485,-0.261645634,-0.045225557
-0.109386258,-0.206076861,-0.16096339,0.072403963,-0.045133682
0.030036258,-0.124672011,-0.223802164,0.124505546,0.127749854
0.035852549,0.003031337,-0.250978649,-0.165941679,-1.275243516
0.154719565,1.12429434,0.269071492,0.268617173,-0.169938262
0.185111169,-2.98357322,-0.769840077,-1.175626718,-1.675596276
-0.033519903,0.285182939,0.888996553,1.048967256,0.458156303
-0.235809777,0.820341691,1.175402395,1.255605134,0.602574293
-0.506951344,0.279836727,0.090487931,0.111531115,-1.54359887
0.713515094,-1.003497204,2.81789867,2.624926545,2.581680984
0.386525519,0.676651229,0.410987619,0.766126143,0.204809368
-0.048702516,-0.403289817,1.339226617,1.547733617,0.183425531
0.026210692,0.069259856,1.066847828,0.976791583,-0.28966931
0.13666709,0.298346218,1.477760556,1.565405439,0.780992292
0.01582402,0.298124004,1.778240547,1.933003144,0.735358255
0.050056961,-1.853126007,-1.107811783,-1.230587758,-0.297976609
0.230200444,-0.371336682,-0.081936412,0.001992206,0.128847026
-0.043116211,-0.6184597,-0.520273525,-0.962445294,-0.119265248
-0.2870901,-0.573086084,1.921445575,2.481113665,1.080640994
0.016729247,-0.66718618,0.92396774,0.716122362,0.335643329
-0.328348333,-1.017165812,0.348287746,0.236957509,-0.314629007
0.585461938,0.279381995,0.126487771,0.158536056,-0.074341855
2.392319395,3.073236901,1.954843055,2.206210415,2.356300258
2.441162702,2.770042137,2.437553654,2.398567507,3.908263564
2.635062443,2.707965111,2.467350322,2.716885234,3.927697546
1.137089769,2.166020218,2.090115884,2.407920086,2.163802504
0.7869859,1.958153603,1.828619352,2.197641522,1.124783148
-0.031081041,0.277271447,0.256604324,0.309241752,-0.190168093
0.119279136,0.189570195,-0.059798697,-0.039942917,-0.144503761
-0.035726038,-0.825922178,-0.652373306,-0.867018474,-0.022118407
0.7047166,0.122033678,0.38714644,1.787261957,0.084832943
,,,,
-0.986411368,-1.638889263,-0.236965,0.045435697,-0.98151649
1.081162441,0.036804966,0.582477727,0.699311216,0.960343117
0.43105788,-0.705059019,0.516110556,0.364825333,0.864051011
-0.336731847,-0.740462798,-0.638965265,0.142456232,-1.239098631
-0.294836059,-1.270933611,-0.917642837,-0.845437791,-0.661968625
-0.056255207,-0.167504649,-0.916429005,-0.918920837,-0.54706654
0.023334103,0.419663234,-0.429598016,-0.505623988,-0.158152725
-0.020802936,2.839013491,6.150083512,6.545809239,4.338758095
0.180714203,0.438190692,0.481520655,0.320004613,-0.211124256
0.046028893,-0.368329643,1.596857581,1.635136416,0.606307302
0.188009795,0.727847807,0.931863404,1.092175018,0.687674185
0.238339345,0.332893577,0.596489276,0.686140639,0.306169321
0.11313387,0.276088591,-0.343578544,-0.276711552,-0.739137902
0.210042952,1.144897248,-0.659314963,-0.734097291,-0.906029661
0.258113551,1.054885589,0.07062682,-0.145787044,-0.202344179
-0.168287734,-1.87675971,-0.833509374,-1.126539838,-0.644622441
-0.10474149,-0.207983009,-1.082755698,-0.985227588,-0.18160033
0.064372031,-0.357300422,-0.440637503,-0.774583074,-0.20383049
0.252260917,0.078686495,-0.133572827,-0.331560691,-0.044817279
0.148624471,-0.174920861,-0.447123443,-0.749096002,-0.245049874
0.760567049,2.068893242,1.274581346,0.845314279,1.929021559
-0.833377406,-2.40960623,0.914170519,-0.038682085,1.23894717
-0.226064008,-0.824643729,0.423298506,-0.079063984,
0.273754245,-0.320072723,-0.571003801,-1.097183224,-0.553320718
0.166329421,0.348599537,-0.415647871,-0.53668419,0.185202045
-0.039930149,0.793424022,0.849116903,0.956482308,-0.304485147
0.007885198,-0.20749303,0.233706379,0.09283194,0.38175739
0.382515458,-1.570266424,-1.173302753,-1.122505024,-0.893496848
-0.222450972,-1.794163854,-1.476906787,-1.361748479,-0.840474718
-0.759563267,0.378371244,1.746708901,1.021683737,0.680920748
1.351486601,6.642296808,4.231231749,4.017869815,1.211382769
0.029570916,0.089945122,-0.221095261,-0.117798812,0.119709724
1.603326203,1.47921529,2.645793828,3.499981187,2.749501053
0.068753328,-0.300982072,-0.078182151,-0.423073767,-0.028590423
0.3205745,0.339970997,0.366796133,0.643374226,-0.168354957
0.152343013,-0.35038072,0.491073174,0.574488968,0.036326675
0.642821936,1.58918661,0.759008806,0.496212423,0.275904711
-0.244686457,0.698479593,0.044359656,-0.119836646,0.057186237
-0.093024889,0.554615957,0.308214943,0.358466414,-0.497054889
-0.224097795,-0.584616785,0.385933046,0.446681877,0.904539785
-0.311783449,-0.572756938,-0.942445112,-0.798278585,-0.368660485
0.127165339,-0.066099852,-0.389464229,-0.790953468,-0.217027479
0.187544362,0.220500551,0.12312252,0.223104975,0.21487176
-0.070562784,-0.262842989,0.659772582,1.37722813,0.686073828
0.124880297,-0.677629923,-0.583887059,-0.784069951,0.023034324
-0.070960926,-0.750598437,-0.811952143,-0.920257825,-0.154851604
0.173619247,0.177169675,-0.296952763,-0.433879013,0.028136532
0.106932488,0.604464877,0.850240423,0.905452877,0.217637076
-0.041109432,0.532688291,-0.369603856,-0.36230937,-0.364977968
-0.133995435,-0.53177906,-0.411495284,-0.455027855,-0.305515084
0.211741491,0.227659942,-0.258074983,-0.514429499,0.116014359
-0.093953357,0.596892613,1.255018154,1.629078283,0.389637139
0.131257272,0.942251775,0.454974668,0.473604934,0.001267084
-0.177917711,1.007206625,1.139274743,0.87836383,0.558536186
0.178199207,0.955898676,0.918716545,0.748737268,0.381369174
0.220835666,0.219573831,-0.035850398,0.065390047,0.050851843
-0.075500157,-0.612922644,-0.78279827,-1.005953971,-0.375045614
0.13320349,0.683951781,0.638296507,0.973761483,0.474707206
0.228378469,-0.142486757,-0.235250356,-0.415564422,-0.617463788
0.326074492,-0.033029733,-0.468352975,-0.547522007,-0.810427588
-0.186525891,1.156311501,0.262883003,-0.405876075,-0.618815869
0.649425172,0.023481996,0.426901383,0.378502975,0.263906739
0.422235498,1.33336432,1.589320497,2.049192802,1.171767786
0.169435466,-0.824643729,2.387599134,1.820671429,1.362538852
-0.564722729,-0.278590656,1.707478041,1.423807957,0.040610758
-0.398764008,-0.754156253,-1.12885812,-0.000983471,0.148104892
1.870523531,0.830806248,-1.849311989,-0.398676584,-1.543448248
0.640317518,-1.824643729,-0.581106738,0.246836608,0.159574863
-1.856080029,-1.824643729,-0.707842715,-2.234761499,-2.128561371
0.88085764,-1.622741043,-0.802936352,-0.802245935,-2.958542232
-0.066518272,0.319598487,3.355315094,1.538293955,1.978161688
-1.493540978,0.279836727,1.716738123,2.465707749,-0.959389242
-1.493540978,-0.017288807,0.945708687,0.640154083,-0.374426742
1.652431967,0.377258957,3.660826149,2.844115258,2.925061617
-0.237196173,-0.37821732,2.101874118,0.787365131,1.270851782
0.668049603,0.619053854,3.168816665,2.980335059,3.078835436
0.174484857,0.1165914,1.63117651,1.915572958,-0.696354837
-0.813801508,1.695953642,1.376640362,1.593980639,-0.374426742
0.493048656,0.898009664,3.551824746,3.750620121,1.040610758
0.009314255,0.101433943,1.079991457,0.930630669,0.130321673
0.378526224,0.611007546,0.633252073,0.33804472,0.498707189
0.303648363,-0.15775035,0.090082859,-0.210442842,-0.307268186
0.299929405,-0.055442022,0.200192696,0.027259138,-0.067944885
0.299875717,0.729501772,0.698770448,0.49083509,1.216930428
0.008964624,-1.858920735,-0.89957169,-0.106515732,-0.622107015
-0.132893057,-0.031076171,0.883821546,0.706556244,-0.130004473
0.001862562,0.333078411,0.575311247,0.442644593,0.105939326
-0.081052889,-0.078275388,-0.065024177,-0.432254887,-0.532360019
-1.559124268,-0.06751072,0.623780592,1.080606028,0.040610758
0.195239512,-0.227083675,0.711178688,1.02964597,-0.524620205
0.660249822,0.127975825,-0.37702153,-0.43499255,-0.12231994
0.012309216,-0.534838667,-0.39022422,-0.278955152,-0.548551652
-0.190772096,0.279075231,0.179216596,0.436981516,-0.257094097
-0.14571741,-0.042571367,0.113642663,0.046877788,-0.699786032
0.119051289,-0.065093273,0.245130361,0.259835753,-0.002924292
-0.882852751,-0.410048668,0.662804204,1.070170125,-0.873382848
0.213347149,-0.099937023,0.738433217,0.925786913,-0.074409914
1.004011672,-1.883101844,0.658099117,-1.246138304,1.078153574
0.096539906,-1.943919472,-0.991147973,-1.106496675,-1.201640114
1.169435466,0.898009664,4.796741859,5.292100536,2.84796568
-0.000506682,0,2.177204924,2.117907481,-0.959389242
0.356264366,0.569736025,2.195320887,1.460729097,1.793201043
-0.088645304,-0.385847389,3.178271005,-1.060318073,-1.286675933
0.146841394,-1.037705858,1.745109554,-1.306237475,-0.355823964
0.911446546,3.076189583,1.682074064,0.739640801,1.670807221
-0.136744208,0.24828709,1.927706606,1.119689924,0.036025982
0.7600532,0.338033491,-0.214366567,-0.20969645,-0.663258497
0.207218495,1.286246297,4.203779151,5.217635871,3.348378027
-0.041116656,-0.212295289,0.806601835,1.045984858,-0.037400579
0.028151229,-0.111487699,-0.599977889,-0.680012892,-0.175149491
,,,,
-0.182324933,-1.011361969,1.177204924,0.819343756,1.320718677
-1.500230579,-1.824643729,0.612034425,0.951327912,0.362538852
0.264510382,0.305042095,0.460438983,1.154286934,1.129154742
0.168179569,0.658660804,0.210485803,0.442049062,0.119742854
-0.158605611,0.511841455,0.240256112,0.922481429,0.8335986
0.011926723,4.90605102,5.963052559,5.494470118,7.922565704
0.055563316,0.785091062,1.873054616,1.597348252,0.976188254
0.520033336,1.805637782,2.159230375,1.881825886,1.127889974
-0.062899617,1.099308981,1.691891897,2.056952319,1.015107119
0.325347897,1.402093368,1.98377018,2.287289536,1.325171314
0.182840233,0.906225922,1.752500855,1.968804092,1.076411068
-0.007138578,1.796277053,2.335015008,2.689605497,1.140242761
-0.389820246,0.779590311,3.690954848,3.459799794,1.857176629
-0.381496482,-0.386322192,1.077548765,2.216956615,0.318102443
0.145839813,0.382438794,-0.351766723,-0.503273231,0.157347493
0.190919253,0.510206613,-0.331436613,-0.544744573,-0.343955076
-0.028336965,0.032702215,-0.173091052,-0.201305424,-0.488070767
-0.274137698,0.26220122,-0.045628316,0.102440946,-0.060304565
0.071820581,-0.242900913,0.348153013,-0.309068864,0.471307562
-0.195647403,-0.366279613,-0.506428131,-0.507643619,-1.128538414
0.112501797,-0.184669327,0.288034333,0.330595056,0.05803445
0.360466699,2.203433165,3.944306344,4.475622251,2.450611389
-0.298243282,-0.30393474,-0.60218419,-0.640375305,-0.538088972
0.251947303,-0.001446193,-0.108369214,-0.240973266,0.031573651
0.37605945,0.02350585,0.726633316,0.551454513,0.804060177
0.237423615,0.668836705,-0.243474316,-0.334995678,-0.072299346
0.221392855,0.188441628,-0.158192919,-0.267286945,0.055707633
0.317696481,1.018922592,2.271880053,2.337462449,1.248308778
-0.605626869,-0.434391938,0.559920571,0.217898607,0.110093489
-0.306093716,-0.385776756,0.782904689,0.80088694,0.190799957
-0.052961333,0.454045184,0.001178395,-0.247567697,-0.343006923
-0.025236023,-0.203795561,-0.765312922,-0.952925899,-0.149825311
0.166438433,0.311032794,-0.204141216,-0.268468799,-0.335048086
0.528334645,0.315085908,-0.293921624,-0.515329751,-0.218342942
0.107111597,-0.899851959,-0.507653608,-0.645719168,-0.064004157
0.111596077,0.338644028,1.768881087,1.867872145,1.356552407
0.158187562,0.222090054,0.659259999,0.657791476,0.566887254
-0.019926707,1.374767265,2.474857068,2.771110706,1.340449563
0.986791826,-0.146443006,0.758331564,1.033959984,-0.07408621
-0.173365655,-0.768980342,-0.640816895,-0.917768922,-0.406038926
-0.137796535,-1.058492263,-0.836523494,-1.202281663,-0.337481815
0.043634233,-0.773885581,-0.586273224,-0.959328132,0.064858098
0.058579532,-0.216826163,-0.587993335,-0.499675687,-0.33010978
0.172712722,0.637402765,0.185871274,0.012172586,0.153859943
0.070529179,-1.888963476,-0.287970988,-0.642850482,0.011566834
-0.222231492,-1.09180921,-0.629213443,-0.668194234,-0.107539736
-0.043527316,0.28524984,0.881721421,0.773008884,0.121089755
0.802609216,0.480986086,0.440454609,0.872762536,0.809122962
0.117626943,-0.727946001,-0.553268752,-0.759106586,0.393930906
-0.022890677,-0.195609654,-0.76619053,-0.728577689,-0.612403873
0.211775573,-0.576184802,-0.193404664,-0.164634009,-0.469735973
0.156511462,-0.557363117,1.394671238,1.607637793,0.745562592
0.211767529,-1.319488531,-1.194605548,-0.853909805,-0.545022192
0.259841787,0.931143549,0.080756772,0.059606389,0.37524697
-0.001827451,0.430028381,0.239122004,0.246199041,-8.95E-05
-0.073903021,-0.95183397,0.189966555,0.036708634,0.125124889
0.420325324,-1.852875386,-2.099576887,-1.847939331,-2.05783137
0.535246219,0.416651609,1.418849575,1.032749363,0.9429258
0.196647699,-2.098587751,-1.197269941,-0.937478092,-0.239944408
0.276942922,-0.047611945,0.165044845,0.080988743,2.10446283
1.646387458,0.898009664,2.945708687,2.02278071,1.040610758
0.665660859,0.138988939,1.583854164,1.441044642,-0.696354837
-0.642140823,-0.058953103,-1.345906315,1.056797594,1.470081397
0.093343715,1.196191904,0.126453063,0.06666564,-0.083277015
0.700550188,0.314178826,0.053916144,-0.490794716,0.993458734
-0.380890192,0.036979981,0.386321676,0.236905346,-0.251707784
-0.803986868,-1.257237353,-0.824968379,-1.610845853,-1.280775308
-0.041285493,-0.512525602,1.441532698,1.232496732,0.228459954
0.078439898,0.982753283,1.139068354,1.001423071,0.93255961
0.011637562,-0.569936498,-0.741817858,-0.700969182,-0.334014401
-0.004644953,-0.173300271,-0.065978419,-0.216149327,0.136150702
-0.17494348,-0.455870832,-0.351916468,-0.48038736,-0.529095949
0.212925073,0.041564642,-0.401220719,-0.29709981,-0.029918377
0.07459502,-0.207938736,0.007666945,0.166608512,-0.202985723
0.291990863,0.822549372,-0.133713619,-0.12030443,0.095649238
0.434493995,0.654594495,0.323880403,0.051979962,0.259760223
0.465237568,1.046545915,0.338293875,0.131872736,0.410399391
0.122283979,0.115501789,-0.40946712,-0.32967184,-0.628298578
-0.054039073,-0.948584052,-0.673465276,-0.682638548,-0.374116115
-0.044551095,0.274995,-0.354223193,-0.115300891,0.062637184
-0.406608541,-0.142594336,0.951435847,1.053835942,0.158762347
-0.077759989,0.288578653,-0.621728966,-0.783985911,-1.480066823
-1.226064008,-1.720163273,0.864719345,-0.494101483,1.469355419
-1.833377406,-0.541625062,0.657811781,0.739944421,0.74378449
-1.098666065,-0.024086436,0.279756844,0.417124804,-2.544351743
-0.149834396,0.710813261,2.85840602,2.615269737,3.238851685
0.30030546,0.258331462,0.751858422,0.962328786,-0.586802444
-1.822158674,-0.037778542,3.734014783,5.029918228,3.991136852
,,,,
-0.513703564,-1.101990336,2.920948226,3.415866986,1.549577753
0.527681057,1.573969531,5.485750411,7.492090132,4.807065046
-0.117672083,-0.712982111,-0.660262982,0.412550581,-0.06800739
0.033508351,-0.418534703,0.426390942,0.759020457,0.084697934
-0.599766253,-1.356420395,-0.807930531,-0.130101527,0.834915093
-0.485123687,-1.417121266,-1.22165827,-0.523532614,-1.486687354
-0.107945017,0.18312184,0.603353419,1.186417909,-0.492127742
1.509792227,1.129752037,0.832273496,0.471001162,1.231591402
-1.480254118,-2.824643729,5.170982657,7.23315649,3.734613216
-0.078503478,0.887024244,7.78560498,9.98970134,6.88186046
0.146754188,0.879020405,3.941828454,6.378866178,3.824296374
0.430926467,0.440805313,-0.387186798,-0.324180321,1.399922883
0.380349505,1.536136311,2.376789072,2.487886376,0.885374968
